순번;제목;저자명;출판사;isbn여부;ISBN;한줄소개
79;뭘 해도 안 되는 날이 있다;윤신;여름정원;Y;9791198199386;"때로는 감정과 사물에 휘둘리고 또 때로는 기억에 휘둘려 각기 다른 모양의 글들을 모았습니다.
이들은 별 것 없는 보통 사람의 이야기이지만 우리 각자의 이야기일지도 모릅니다."
80;쿵짝이 좀 안 맞는 짝꿍;이예인;-;N;-;"우리는 사랑이, 결혼이 왜 이렇게 두려울까요?

제게는 짝꿍이 하나 있습니다. 결혼할 사람과의 만남은 분명 운명적일거라고 생각했지만, 환상을 와장창 깨고 나타난 짝꿍. 달라도 너무 다른 우리가 과연 한 집에서 평생 잘 살 수 있을까요?"
81;아이들의 오래된 놀이기록 Enfants;비크리스탈연구소;비크리스탈연구소;N;-;약 100여가지의 100년 전 프랑스 아이들의 놀이법을 기록합니다. 모든 이야기에는 전부 일러스트가 포함됩니다. 놀이하는 인원 수, 필요한 도구, 놀이하는 법이 상세하게 펼쳐집니다.
82;민간요법살롱;비크리스탈연구소;비크리스탈연구소;Y;9791198295392;여기저기 흩어져 있던 흥미진진한 민간요법을 하나의 책으로 귀엽게 엮었습니다. 소소한 방법부터 이상한 방법까지, 120가지 국내외의 신기한 민간요법을 직접 그린 일러스트와 함께 즐겨보세요. 300부 한정판으로 제작되었습니다.
83;도시의 영정사진-을지로;장인주;ㅅㅇㅇㅅ;N;-;"모든 사진은 영정사진이 될 수 있는 가능성을 가지고 있습니다. 
그 잠재된 가능성이 현실로 되는 순간은 바로 사진 속 대상이 죽음을 맞이하게 되었을 때입니다.
그렇기에 이 책에 담긴 사진들을 감히 영정사진이라 불러봅니다."
84;서울일상;장인주;ㅅㅇㅇㅅ;N;-;"서울에서 바라 본 서울일상의 사진이 담겨 있습니다. 

도시에서의 일상은 누군가에게는 쳇바퀴 돌듯하는 반복, 무료함으로,
누군가에게는 차가운 회색빛으로 그려지기도 합니다.

하지만 그렇지 않은 모습도 있다고 아름다움이 일상에도 아주 많다고 말하고 싶었습니다

어쩌면 너무 사소해서, 혹은 무심해서 지나쳤던 서울 속의 크고 작은 아름다운 모습들을 공유하려 합니다."
85;서울일상2;장인주;ㅅㅇㅇㅅ;N;-;"우린 각자 다른 삶을 살고 있지만, 그 모든 삶을 일상이라는 한 단어로 표현하곤 합니다.

이처럼 삶이 어떻게 변하더라도 일상이라는 단어는 항용 우리와 함께 할 테지요.

비슷한 듯하지만, 각자가 다른 의미로 존재하는 ‘일상’의 의미를 생각하면서 기록한 ‘서울’을 이 책에 담았습니다. "
86;금을 밟고 서 있다;정몽금;인디펍;Y;9791167561817;"마음을 보다 보니 내가 보이고 나를 그리다보니 그림이 되었습니다
시로 그림을 그려봅니다. 나를 그리고 삶을 그려봅니다."
87;ㄸ 마이 라이프;주네기;아임주아;Y;9791198241597;"이 마음들을 모아 21개의 쌍디귿 이야기를 갈고닦았습니다.
좌절에서 멈추지 않고, 오늘도 글을 씁니다. 세상에는 온갖 장애물과 유혹이 많기에 맨땅에 헤딩하는 사람들에게 같은 맨땅파로서 응원의 말을 전하고 싶습니다. 아 참! 맨땅에 헤딩은 하더라도 여러분은 소중하니까 헬멧은 쓰고 헤딩합시다!"
88;주네기 습관메이킹 편지;주네기;아임주아;Y;9791198241580;"자기 발전, 자기 계발 목표와 다소 거리가 있는 분야만 편애하는 주네기 작가가 쓴 습관메이킹 편지 7통.

성공보다는 행복을 찾는 게 더 중요하다고 외치는 주네기 작가가 습관메이킹 편지를 쓰게 된 이유는 무엇일까요?
바로 본인처럼 ‘게으른데, 하고싶은 건 있는 사람들’을 위해서 입니다 :)"
89;어쨌거나 독립일기;유루시아;인디펍;Y;9791167563033;갑작스런 서울살이 1년, 독립하고 나서 소소한 일상의 이야기를 만화로 기록하다.
90;이토록 솔직한 아홉 살 인생;유루시아;인디펍;Y;9791190003261;교실에서 마주치는 사소하지만 반짝이는 순간(때로는 아주 정반대의 순간)들을 포착하고 그때마다 든 생각과 고민들을 한 권의 책으로 모았습니다. 아기자기하고 귀여운 아이들 그림과 함께 펼쳐지는 따뜻한 교실 이야기, 또 교사로서 한 번쯤 겪었고 공감할 수 있는 고민을 책 속에서 만나보시기 바랍니다.
91;기억을 끓이니 슬픔이 우러나왔다;이시랑;인디펍;Y;9791167561824;"‘도망하고 싶었다. 그러나 아무것도 모른 채 웃는 너를 보니 그럴 수 없었다.’

엄마의 쓰다 만 노트, 한때 작가를 꿈꿨던 자의 멈춰버린 글자. 아들은 엄마의 필명을 빌려 빈 페이지를 채워간다. 여전히 진심 앞에 서성이는 아들은 솔직해질 수 있을까. 아픔을 삼키고만 사는 이들에게 글이 닿길 바라며."
92;다정한 친구들과 다정,한 산티아고;홍다정;이분의일;Y;9791192331065;"이 책에는 없어요.
1. 산티아고 순례길에 대한 알찬 정보(특히 따끈따끈한 최신 정보)
2. Day 1에서 시작하여 Day 30으로 끝나는 일반적인 순례길 여정
3. 고화질 카메라로 찍은 멋진 순례길 사진들

대신 이런 것들이 있어요.
1. 지금처럼 스마트폰과 SNS가 발달하지 않았던 10년 전 순례길의 감성
-감성은 있었으나 구글맵이 없어 겪어야 했던 찐고생 에피소드와 그래서 얻은 소중한 것들
2. 날짜별, 일정별이 아닌 본격 인물 중심 스토리
-길 위에서 만난 열 명의 친구들, 그들과 함께한 기적 같은 순간들
3. 10년 전 폰카의 화질을 고스란히 느낄 수 있는 사진 몇 장
-이를 극복하기 위해 직접 펜과 수채물감으로 그린 살짝 어설픈 삽화 15점"
93;팟캐스트를 듣다가;서한볕;포동프레스;Y;9791198189516;"팟캐스트를 듣다가 떠오른 기억과 생각을 담은 ‘팟캐스트 에세이’.
봄 여름 가을 겨울 숨어서 듣는, 수줍은 ‘팟캐스트 팬들’에게 바치는 책."
94;발작;박치치;인디펍;Y;9791167561244;박치치의 첫번째 시노래집입니다.
95;완벽한 태도를 지닌 원장과 사자 그리고 노란 약속;이다정;인디펍;Y;9791167561367;"연두시 동현보육원에 신실하고, 순박하며, 아동에게 희생적인 따뜻한 사람의 태도를 완벽하게 갖춘 전두홍 원장이 새로 부임하고, 2년 후 19세 퇴소아동을 대상으로 그루밍 성범죄가 발생하는데, 이에 아이들을 지키고자 20년째 보육원에서 근무하고 있는 자칭 사자인 이다정 간호사와의 싸움이 시작되고......

실화를 바탕으로 하였으나 실존하는 인물들이 너무 모순덩이라 모두 새롭게 창착한, 해괴하게 재미있는 소설"
96;나의 아침엔 알람이 울리지 않는다;이시경;인디펍;Y;9791167561602;"그토록 쓰기 어려운 사직서를 써냈다면
찬란한 빈 날을 하나둘 채워갈 일만 남았다.
시작하기 전엔 잘 몰랐다.
백수의 삶이 이토록 짜릿한 것인지."
97;찰칵이는 시선;이시경;인디펍;Y;9791167564511;"책에는 시선의 초점이 맞아떨어진 두 장의 사진과
사진에 담긴 여행 이야기 혹은 또 다른 마음의 여정을 차곡차곡 담았다.
여정을 따라가는 사이 우리 시선의 초점이 맞아떨어지는 순간이 더러 있기를 바란다."
98;상록 우리가 당신을 기억하는 방법;박우영;인디펍;Y;9791167562166;"나에게 상록은 또다른 의미다. 할아버지가 운영하던 어린이집의 이름이자 내가 살던 곳.
상록의 사택에 할아버지와 할머니가 살았고 엄마와 아빠가 살았고 나와 동생들이 자랐다.
하나 둘 상록을 떠났다. 지금은 재개발구역으로 지정되어 사라진 상록.
그러나 나는 여전히 그 곳에 무언가를 두고 온 것만 같다.

상록, 사철내내 푸르던 우리의 이야기가 그 곳에 있다."
99;뭐가 먼저냐;정대봉;프레스 프레스;Y;9791198093509;내용은 형식에 앞서 존재하는가? 나아가 형식과 내용에 위계가 존재하는가? 형식과 내용 사이에 선후 혹은 우열은 존재할 수 없다. 형식과 내용은 서로를 존재하게 하는 불가분의 관계이기 때문이다. 선후 혹은 우열에 대한 질문은 ‘닭이 먼저냐, 달걀이 먼저냐?’라고 묻는 것과 같다. 무엇이 먼저이든 형식은 내용을 낳고, 내용은 형식을 낳는다. 『뭐가 먼저냐』는 —책이라는 매체의 제작 과정을 역행하여 구현하는 실험을 통해— 형식과 내용의 관습적 선후 관계를 뒤바꿈으로써, 둘 사이에 먼저와 나중은 물론 우와 열은 결코 존재할 수 없음을 드러낸다.
100;자살클럽 1;남승현;NS Comix;Y;9791197506871;OECD국가 자살률 1위의 어느 나라에 한 이상한 소문이 퍼진다. 그것은 자살을 원하는 자들을 도와준다는 기관이 있다는 것. 사람들은 그 기관의 이름을 ‘자살클럽’ 이라 부른다. 외과 의사로서 성공한 구이는 어느 날 아내가 극단적인 선택을 함을 목격함과 동시에 아내는 죽게 된다. 그는 아내의 죽음을 이해할 수 없었고 아내의 죽음으로 인해 자신의 모든 것을 잃게 된다. 그는 죽음의 원인을 알기 위해 ‘자살클럽’을 찾아가게 되는데.
101;자살클럽 2;남승현;NS Comix;Y;9791197506840;OECD국가 자살률 1위의 어느 나라에 한 이상한 소문이 퍼진다. 그것은 자살을 원하는 자들을 도와준다는 기관이 있다는 것. 사람들은 그 기관의 이름을 ‘자살클럽’ 이라 부른다. 외과 의사로서 성공한 구이는 어느 날 아내가 극단적인 선택을 함을 목격함과 동시에 아내는 죽게 된다. 그는 아내의 죽음을 이해할 수 없었고 아내의 죽음으로 인해 자신의 모든 것을 잃게 된다. 그는 죽음의 원인을 알기 위해 ‘자살클럽’을 찾아가게 되고 ‘자살도우미’가 되면서 여러 사람의 죽음을 마주하게 되는데….
102;우리 서로 닮지 않았어도;권오성;인디펍;Y;9791167561411;"따뜻한 마음에 관한 이야기입니다.
이 글의 등장인물인 창포는 비록 이루어지지 못한 사랑 때문에 아파했지만 송화를 사랑할 수 있었던 것 자체를 감사하게 받아들입니다. 귤은 동성친구를 사랑하고 버림받은 것에 큰 충격을 받았지만 자신의 감정을 있는 그대로 인정함으로써 다시 일어설 수 있었습니다. 청포도는 창포와 홍시 할머니에게서 받은 사랑 덕분에 귤이와 감자를 위로할 수 있었습니다.
사랑이라는 감정은 때로는 우리를 아프게 하지만 우리에게 다시 일어설 수 있는 힘을 주고 서로를 위로할 수 있게 해줍니다."
103;민오, 민아;권오성;포레스트 웨일;Y;9791192473871;다섯 남녀의 이야기를 통해 꿈과 사랑을 이루는 과정에서 우리가 지켜야 할 자세에 대해 생각해 보게 되는 책이다. 우리는 때로 꿈과 사랑 앞에서 스스로에게 솔직하지 못하고, 자기 내면의 이야기를 제대로 듣지 못하곤 한다. <민오, 민아>는 훗날 지금을 돌아보았을 때 후회를 남기지 않기 위해서, 현재의 삶을 어떻게 살아야 하는지를 생각해보게 한다. 좌절과 아픔을 극복하고 스스로를 치유해가는 주인공들을 모습을 통해 독자들에게 공감과 위로를 건네고 있다.
104;늑대야, 물지 마!;영이;영이서점;Y;9791198004710;"아직 관계를 맺는 것에 미숙하고 표현하는 것에 서툰 어린아이인 ""하나""는 자꾸 또래 친구들을 물고 다닌다. 동화책 속 ""하나""의 이야기와 부록(역할 놀이 인형 만들기)을 통해 무는 아이의 마음과 물린 아이의 마음에 대해 알아보고, 마음을 표현하고 소통하는 방법을 배울 수 있다."
105;모두의 미아씨;펑크마녀;러브이즈콜드;Y;9791196269210;"즐거운 일이라고는 퇴근 후 마시는 맥주 한 캔이 전부인 직장인 자취생 미아 씨. 새로 이직한 회사 근처에 집까지 구했건만, 회사는 갑자기 멀리 이사를 해버린다. 지하철은 툭하면 지연되고 회사 사람들은 도통 마음에 들지 않고, 매일 투덜거리며 회사를 관둬야 하나 고민하며 마지못해 출근하는 미아 씨.
그런 미아 씨의 지루한 일상에도 조금씩 변화가 일어나는데…"
106;특기는 샛길 새기;김승우;포레스트 웨일;Y;9791192473918;"자신을 진심으로 사랑할 수 있었던 유일한 시간은
정해진 길을 이탈하여 샛길을 샜던 순간'

부지런히 샛길을 새면서 모은 단상집 <특기는, 샛길 새기>는 어딘가에서 세상의 정답을 내려두고
마음의 소리에 귀를 기울이며 휘청거리고 있을 누군가에게,
혹은 샛길 앞에서 여전히 망설이고 있는 모든 이에게 용기와 위로를 전한다. 

우리 모두 '왜'를 향한 각자의 마음 부지런히 좇아 마침내 나의 정답에 이르기를."
107;자화상 (RED);이수연;-;N;-;당신의 숨은 마음을 꺼내는 붉은 미술 작품을 모티브로 만들어진 세 개의 이야기, RED.
108;우리는 모두 아름답게 사라지는 거야;윤두열;인디펍;Y;9791167562982;"『우리는 모두 아름답게 사라지는 거야』는
일상과 여행 중에 만났던 단 한 번 뿐인 순간들을 기록하여
차곡차곡 쌓아두었다가, 어느 여행지에서 우연히 만난 여우를 계기로
책을 써야겠다는 결심을 하게 되어 이렇게 진행하게 되었습니다.
따듯하고 포근한 글과 사진들이 가득 담긴 책입니다."
109;그때 나는 혼자였고 누군가의 인사가 그리웠으니까;윤두열;인디펍;Y;9791167560735;갓 지은 글자 덩어리들의 무게가어쩌면 지구보다 더 무거울지도 모르죠한 사람의 세계는 우주보다 크고 넓으니까요'가방에 책 한 권을 데리고 다니는사람이면 좋겠습니다.매일 읽지 않더라도,매일 함께는 있었으면 좋겠습니다.그러다 문득, 책을 펼친 곳에 적혀있는 문장 한 줄에빠졌으면 좋겠습니다.누군가에게 선물할 문장 한 줄 정도 품고 사는사람이면 좋겠습니다.
